note,start_time,end_time,duration,velocity
40,1752118062.706798,1752118062.939928,0.23312997817993164,45
38,1752118062.706811,1752118062.939939,0.23312807083129883,43
45,1752118064.7308211,1752118064.807447,0.07662582397460938,29
41,1752118064.6126301,1752118064.807456,0.1948258876800537,42
43,1752118064.6523619,1752118064.84538,0.19301819801330566,47
43,1752118065.5682912,1752118065.644381,0.07608985900878906,33
47,1752118065.489481,1752118065.6443908,0.15490984916687012,48
45,1752118065.489506,1752118065.682743,0.1932370662689209,43
